"PlotID"	"Study"	"Island"	"Scientific_name"	"Native_Status"	"Abundance"
"298"	90	"PACN_Hawaii"	"Hawai'i Island"	"Myrsine lessertiana"	"native"	1
"299"	91	"PACN_Hawaii"	"Hawai'i Island"	"Melicope clusiifolia"	"native"	1
"300"	91	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	10
"301"	91	"PACN_Hawaii"	"Hawai'i Island"	"Myrsine lessertiana"	"native"	1
"302"	92	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	5
"303"	93	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	51
"304"	94	"PACN_Hawaii"	"Hawai'i Island"	"Cheirodendron trigynum"	"native"	8
"305"	94	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	30
"306"	95	"PACN_Hawaii"	"Hawai'i Island"	"Cheirodendron trigynum"	"native"	3
"307"	95	"PACN_Hawaii"	"Hawai'i Island"	"Coprosma ochracea"	"native"	4
"308"	95	"PACN_Hawaii"	"Hawai'i Island"	"Ilex anomala"	"native"	9
"309"	95	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	48
"310"	95	"PACN_Hawaii"	"Hawai'i Island"	"Myrsine lessertiana"	"native"	6
"311"	96	"PACN_Hawaii"	"Hawai'i Island"	"Cheirodendron trigynum"	"native"	3
"312"	96	"PACN_Hawaii"	"Hawai'i Island"	"Ilex anomala"	"native"	3
"313"	96	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	47
"314"	96	"PACN_Hawaii"	"Hawai'i Island"	"Myrsine lessertiana"	"native"	19
"315"	96	"PACN_Hawaii"	"Hawai'i Island"	"Prunus persica"	"alien"	1
"316"	97	"PACN_Hawaii"	"Hawai'i Island"	"Cheirodendron trigynum"	"native"	2
"317"	97	"PACN_Hawaii"	"Hawai'i Island"	"Coprosma ochracea"	"native"	4
"318"	97	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	24
"319"	97	"PACN_Hawaii"	"Hawai'i Island"	"Myrsine lessertiana"	"native"	7
"320"	97	"PACN_Hawaii"	"Hawai'i Island"	"Pittosporum hosmeri"	"native"	1
"321"	98	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	1
"322"	99	"PACN_Hawaii"	"Hawai'i Island"	"Cheirodendron trigynum"	"native"	3
"323"	99	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	6
"324"	99	"PACN_Hawaii"	"Hawai'i Island"	"Myrsine lessertiana"	"native"	1
"325"	100	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	2
"326"	101	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	68
"327"	101	"PACN_Hawaii"	"Hawai'i Island"	"Myrica faya"	"alien"	8
"328"	102	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	65
"329"	103	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	136
"330"	103	"PACN_Hawaii"	"Hawai'i Island"	"Myrica faya"	"alien"	25
"331"	103	"PACN_Hawaii"	"Hawai'i Island"	"Myrsine lessertiana"	"native"	1
"332"	103	"PACN_Hawaii"	"Hawai'i Island"	"Pipturus albidus"	"native"	1
"333"	103	"PACN_Hawaii"	"Hawai'i Island"	"Santalum paniculatum"	"native"	2
"334"	105	"PACN_Hawaii"	"Hawai'i Island"	"Cheirodendron trigynum"	"native"	3
"335"	105	"PACN_Hawaii"	"Hawai'i Island"	"Melicope clusiifolia"	"native"	3
"336"	105	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	13
"337"	105	"PACN_Hawaii"	"Hawai'i Island"	"Psychotria hawaiiensis"	"native"	2
"338"	106	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	4
"339"	106	"PACN_Hawaii"	"Hawai'i Island"	"Myrica faya"	"alien"	2
"340"	107	"PACN_Hawaii"	"Hawai'i Island"	"Melicope clusiifolia"	"native"	1
"341"	107	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	60
"342"	107	"PACN_Hawaii"	"Hawai'i Island"	"Myrsine lessertiana"	"native"	2
"343"	107	"PACN_Hawaii"	"Hawai'i Island"	"Psychotria hawaiiensis"	"native"	3
"344"	108	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	9
"345"	109	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	2
"346"	110	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	99
"347"	110	"PACN_Hawaii"	"Hawai'i Island"	"Myrica faya"	"alien"	8
"348"	111	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	16
"349"	112	"PACN_Hawaii"	"Hawai'i Island"	"Coprosma ochracea"	"native"	1
"350"	112	"PACN_Hawaii"	"Hawai'i Island"	"Ilex anomala"	"native"	2
"351"	112	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	80
"352"	112	"PACN_Hawaii"	"Hawai'i Island"	"Myrica faya"	"alien"	22
"353"	113	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	82
"354"	113	"PACN_Hawaii"	"Hawai'i Island"	"Myrica faya"	"alien"	1
"355"	113	"PACN_Hawaii"	"Hawai'i Island"	"Myrsine lessertiana"	"native"	1
"356"	113	"PACN_Hawaii"	"Hawai'i Island"	"Psychotria hawaiiensis"	"native"	6
"357"	115	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	2
"358"	117	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	107
"359"	117	"PACN_Hawaii"	"Hawai'i Island"	"Myrica faya"	"alien"	7
"360"	119	"PACN_Hawaii"	"Hawai'i Island"	"Cheirodendron trigynum"	"native"	7
"361"	119	"PACN_Hawaii"	"Hawai'i Island"	"Melicope clusiifolia"	"native"	10
"362"	119	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	69
"363"	119	"PACN_Hawaii"	"Hawai'i Island"	"Myrsine lessertiana"	"native"	1
"364"	120	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	30
"365"	121	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	3
"366"	122	"PACN_Hawaii"	"Hawai'i Island"	"Cheirodendron trigynum"	"native"	11
"367"	122	"PACN_Hawaii"	"Hawai'i Island"	"Coprosma ochracea"	"native"	8
"368"	122	"PACN_Hawaii"	"Hawai'i Island"	"Ilex anomala"	"native"	7
"369"	122	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	19
"370"	122	"PACN_Hawaii"	"Hawai'i Island"	"Perrottetia sandwicensis"	"native"	2
"371"	123	"PACN_Hawaii"	"Hawai'i Island"	"Cheirodendron trigynum"	"native"	17
"372"	123	"PACN_Hawaii"	"Hawai'i Island"	"Coprosma ochracea"	"native"	2
"373"	123	"PACN_Hawaii"	"Hawai'i Island"	"Ilex anomala"	"native"	4
"374"	123	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	2
"375"	123	"PACN_Hawaii"	"Hawai'i Island"	"Perrottetia sandwicensis"	"native"	1
"376"	124	"PACN_Hawaii"	"Hawai'i Island"	"Cheirodendron trigynum"	"native"	14
"377"	124	"PACN_Hawaii"	"Hawai'i Island"	"Ilex anomala"	"native"	13
"378"	124	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	21
"379"	124	"PACN_Hawaii"	"Hawai'i Island"	"Psidium cattleianum"	"alien"	37
"380"	125	"PACN_Hawaii"	"Hawai'i Island"	"Cheirodendron trigynum"	"native"	10
"381"	125	"PACN_Hawaii"	"Hawai'i Island"	"Coprosma ochracea"	"native"	1
"382"	125	"PACN_Hawaii"	"Hawai'i Island"	"Ilex anomala"	"native"	1
"383"	125	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	74
"384"	126	"PACN_Hawaii"	"Hawai'i Island"	"Cheirodendron trigynum"	"native"	5
"385"	126	"PACN_Hawaii"	"Hawai'i Island"	"Ilex anomala"	"native"	6
"386"	126	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	3
"387"	126	"PACN_Hawaii"	"Hawai'i Island"	"Myrsine lessertiana"	"native"	1
"388"	127	"PACN_Hawaii"	"Hawai'i Island"	"Cheirodendron trigynum"	"native"	6
"389"	127	"PACN_Hawaii"	"Hawai'i Island"	"Ilex anomala"	"native"	1
"390"	127	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	6
"391"	127	"PACN_Hawaii"	"Hawai'i Island"	"Myrsine lessertiana"	"native"	1
"392"	128	"PACN_Hawaii"	"Hawai'i Island"	"Cheirodendron trigynum"	"native"	35
"393"	128	"PACN_Hawaii"	"Hawai'i Island"	"Coprosma ochracea"	"native"	6
"394"	128	"PACN_Hawaii"	"Hawai'i Island"	"Ilex anomala"	"native"	4
"395"	128	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	48
"396"	128	"PACN_Hawaii"	"Hawai'i Island"	"Myrsine lessertiana"	"native"	1
"397"	128	"PACN_Hawaii"	"Hawai'i Island"	"Perrottetia sandwicensis"	"native"	1
"398"	129	"PACN_Hawaii"	"Hawai'i Island"	"Cheirodendron trigynum"	"native"	3
"399"	129	"PACN_Hawaii"	"Hawai'i Island"	"Coprosma ochracea"	"native"	1
"400"	129	"PACN_Hawaii"	"Hawai'i Island"	"Coprosma ochracea"	"native"	1
"401"	129	"PACN_Hawaii"	"Hawai'i Island"	"Ilex anomala"	"native"	3
"402"	129	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	4
"403"	129	"PACN_Hawaii"	"Hawai'i Island"	"Myrsine lessertiana"	"native"	1
"404"	129	"PACN_Hawaii"	"Hawai'i Island"	"Perrottetia sandwicensis"	"native"	1
"405"	130	"PACN_Hawaii"	"Hawai'i Island"	"Cheirodendron trigynum"	"native"	20
"406"	130	"PACN_Hawaii"	"Hawai'i Island"	"Ilex anomala"	"native"	3
"407"	130	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	14
"408"	130	"PACN_Hawaii"	"Hawai'i Island"	"Myrsine lessertiana"	"native"	1
"409"	131	"PACN_Hawaii"	"Hawai'i Island"	"Cheirodendron trigynum"	"native"	9
"410"	131	"PACN_Hawaii"	"Hawai'i Island"	"Ilex anomala"	"native"	4
"411"	131	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	1
"412"	131	"PACN_Hawaii"	"Hawai'i Island"	"Perrottetia sandwicensis"	"native"	9
"413"	132	"PACN_Hawaii"	"Hawai'i Island"	"Cheirodendron trigynum"	"native"	9
"414"	132	"PACN_Hawaii"	"Hawai'i Island"	"Coprosma ochracea"	"native"	3
"415"	132	"PACN_Hawaii"	"Hawai'i Island"	"Ilex anomala"	"native"	1
"416"	132	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	6
"417"	132	"PACN_Hawaii"	"Hawai'i Island"	"Perrottetia sandwicensis"	"native"	3
"418"	133	"PACN_Hawaii"	"Hawai'i Island"	"Cheirodendron trigynum"	"native"	36
"419"	133	"PACN_Hawaii"	"Hawai'i Island"	"Ilex anomala"	"native"	5
"420"	133	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	86
"421"	133	"PACN_Hawaii"	"Hawai'i Island"	"Perrottetia sandwicensis"	"native"	2
"422"	134	"PACN_Hawaii"	"Hawai'i Island"	"Cheirodendron trigynum"	"native"	1
"423"	134	"PACN_Hawaii"	"Hawai'i Island"	"Ilex anomala"	"native"	1
"424"	134	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	14
"425"	134	"PACN_Hawaii"	"Hawai'i Island"	"Myrsine lessertiana"	"native"	1
"426"	135	"PACN_Hawaii"	"Hawai'i Island"	"Cheirodendron trigynum"	"native"	2
"427"	135	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	133
"428"	136	"PACN_Hawaii"	"Hawai'i Island"	"Cheirodendron trigynum"	"native"	39
"429"	136	"PACN_Hawaii"	"Hawai'i Island"	"Coprosma ochracea"	"native"	2
"430"	136	"PACN_Hawaii"	"Hawai'i Island"	"Ilex anomala"	"native"	9
"431"	136	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	35
"432"	136	"PACN_Hawaii"	"Hawai'i Island"	"Perrottetia sandwicensis"	"native"	7
"433"	137	"PACN_Hawaii"	"Hawai'i Island"	"Cheirodendron trigynum"	"native"	11
"434"	137	"PACN_Hawaii"	"Hawai'i Island"	"Coprosma ochracea"	"native"	7
"435"	137	"PACN_Hawaii"	"Hawai'i Island"	"Ilex anomala"	"native"	2
"436"	137	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	4
"437"	137	"PACN_Hawaii"	"Hawai'i Island"	"Perrottetia sandwicensis"	"native"	11
"438"	138	"PACN_Hawaii"	"Hawai'i Island"	"Cheirodendron trigynum"	"native"	13
"439"	138	"PACN_Hawaii"	"Hawai'i Island"	"Ilex anomala"	"native"	4
"440"	138	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	29
"441"	138	"PACN_Hawaii"	"Hawai'i Island"	"Myrsine lessertiana"	"native"	1
"442"	139	"PACN_Hawaii"	"Hawai'i Island"	"Cheirodendron trigynum"	"native"	32
"443"	139	"PACN_Hawaii"	"Hawai'i Island"	"Ilex anomala"	"native"	1
"444"	139	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	142
"445"	139	"PACN_Hawaii"	"Hawai'i Island"	"Myrsine lessertiana"	"native"	1
"446"	140	"PACN_Hawaii"	"Hawai'i Island"	"Cheirodendron trigynum"	"native"	16
"447"	140	"PACN_Hawaii"	"Hawai'i Island"	"Ilex anomala"	"native"	4
"448"	140	"PACN_Hawaii"	"Hawai'i Island"	"Kadua affinis"	"native"	1
"449"	140	"PACN_Hawaii"	"Hawai'i Island"	"Metrosideros polymorpha"	"native"	36
"450"	140	"PACN_Hawaii"	"Hawai'i Island"	"Myrsine lessertiana"	"native"	1
"451"	141	"Gillespie"	"O'ahu Island (incl. Mokoli'i Islet)"	"Aleurites moluccanus"	"alien"	7
"452"	141	"Gillespie"	"O'ahu Island (incl. Mokoli'i Islet)"	"Antidesma pulvinatum"	"native"	8
"453"	141	"Gillespie"	"O'ahu Island (incl. Mokoli'i Islet)"	"Diospyros sandwicensis"	"native"	1
"454"	141	"Gillespie"	"O'ahu Island (incl. Mokoli'i Islet)"	"Grevillea robusta"	"alien"	8
"455"	141	"Gillespie"	"O'ahu Island (incl. Mokoli'i Islet)"	"Nestegis sandwicensis"	"native"	3
"456"	141	"Gillespie"	"O'ahu Island (incl. Mokoli'i Islet)"	"Pisonia sandwicensis"	"native"	11
"457"	141	"Gillespie"	"O'ahu Island (incl. Mokoli'i Islet)"	"Planchonella sandwicensis"	"native"	3
"458"	141	"Gillespie"	"O'ahu Island (incl. Mokoli'i Islet)"	"Rauvolfia sandwicensis"	"native"	4
"459"	141	"Gillespie"	"O'ahu Island (incl. Mokoli'i Islet)"	"Sapindus oahuensis"	"native"	48
"460"	141	"Gillespie"	"O'ahu Island (incl. Mokoli'i Islet)"	"Schinus terebinthifolia"	"alien"	21
"461"	141	"Gillespie"	"O'ahu Island (incl. Mokoli'i Islet)"	"Trema orientalis"	"alien"	1
"462"	142	"Knight_Barton"	"Maui Island"	"Metrosideros polymorpha"	"native"	5
"463"	142	"Knight_Barton"	"Maui Island"	"Psidium cattleianum"	"alien"	8
"464"	142	"Knight_Barton"	"Maui Island"	"Flindersia brayleyana"	"alien"	17
"465"	143	"Knight_Barton"	"O'ahu Island (incl. Mokoli'i Islet)"	"Acacia koa"	"native"	16
"466"	143	"Knight_Barton"	"O'ahu Island (incl. Mokoli'i Islet)"	"Antidesma platyphyllum"	"native"	3
"467"	143	"Knight_Barton"	"O'ahu Island (incl. Mokoli'i Islet)"	"Coprosma foliosa"	"native"	5
"468"	143	"Knight_Barton"	"O'ahu Island (incl. Mokoli'i Islet)"	"Cyanea angustifolia"	"native"	1
"469"	143	"Knight_Barton"	"O'ahu Island (incl. Mokoli'i Islet)"	"Diospyros sandwicensis"	"native"	2
"470"	143	"Knight_Barton"	"O'ahu Island (incl. Mokoli'i Islet)"	"Metrosideros polymorpha"	"native"	81
"471"	143	"Knight_Barton"	"O'ahu Island (incl. Mokoli'i Islet)"	"Myrsine lanaiensis"	"native"	1
"472"	143	"Knight_Barton"	"O'ahu Island (incl. Mokoli'i Islet)"	"Myrsine lessertiana"	"native"	1
"473"	143	"Knight_Barton"	"O'ahu Island (incl. Mokoli'i Islet)"	"Psidium cattleianum"	"alien"	3
"474"	143	"Knight_Barton"	"O'ahu Island (incl. Mokoli'i Islet)"	"Psychotria mariniana"	"native"	4
"475"	143	"Knight_Barton"	"O'ahu Island (incl. Mokoli'i Islet)"	"Psydrax odorata"	"native"	14
"476"	143	"Knight_Barton"	"O'ahu Island (incl. Mokoli'i Islet)"	"Santalum freycinetianum"	"native"	2
"477"	143	"Knight_Barton"	"O'ahu Island (incl. Mokoli'i Islet)"	"Schinus terebinthifolia"	"alien"	1
"478"	143	"Knight_Barton"	"O'ahu Island (incl. Mokoli'i Islet)"	"Styphelia tameiameiae"	"native"	1
"479"	144	"PACN_Hawaii"	"Moloka'i Island"	"Cheirodendron trigynum"	"native"	24
"480"	144	"PACN_Hawaii"	"Moloka'i Island"	"Ilex anomala"	"native"	2
"481"	144	"PACN_Hawaii"	"Moloka'i Island"	"Metrosideros polymorpha"	"native"	58
"482"	145	"PACN_Hawaii"	"Moloka'i Island"	"Cheirodendron trigynum"	"native"	17
"483"	145	"PACN_Hawaii"	"Moloka'i Island"	"Ilex anomala"	"native"	2
"484"	145	"PACN_Hawaii"	"Moloka'i Island"	"Metrosideros polymorpha"	"native"	83
"485"	146	"PACN_Hawaii"	"Moloka'i Island"	"Cheirodendron trigynum"	"native"	10
"486"	146	"PACN_Hawaii"	"Moloka'i Island"	"Metrosideros polymorpha"	"native"	78
"487"	147	"PACN_Hawaii"	"Moloka'i Island"	"Cheirodendron trigynum"	"native"	12
"488"	147	"PACN_Hawaii"	"Moloka'i Island"	"Ilex anomala"	"native"	1
"489"	147	"PACN_Hawaii"	"Moloka'i Island"	"Metrosideros polymorpha"	"native"	167
"490"	147	"PACN_Hawaii"	"Moloka'i Island"	"Myrsine lessertiana"	"native"	1
"491"	148	"PACN_Hawaii"	"Moloka'i Island"	"Cheirodendron trigynum"	"native"	31
"492"	148	"PACN_Hawaii"	"Moloka'i Island"	"Ilex anomala"	"native"	1
"493"	148	"PACN_Hawaii"	"Moloka'i Island"	"Metrosideros polymorpha"	"native"	122
"494"	149	"PACN_Hawaii"	"Moloka'i Island"	"Cheirodendron trigynum"	"native"	26
"495"	149	"PACN_Hawaii"	"Moloka'i Island"	"Metrosideros polymorpha"	"native"	63
"496"	150	"PACN_Hawaii"	"Moloka'i Island"	"Cheirodendron trigynum"	"native"	22
"497"	150	"PACN_Hawaii"	"Moloka'i Island"	"Metrosideros polymorpha"	"native"	65
"498"	151	"PACN_Hawaii"	"Moloka'i Island"	"Cheirodendron trigynum"	"native"	5
"499"	151	"PACN_Hawaii"	"Moloka'i Island"	"Metrosideros polymorpha"	"native"	110
"500"	152	"PACN_Hawaii"	"Moloka'i Island"	"Cheirodendron trigynum"	"native"	26
"501"	152	"PACN_Hawaii"	"Moloka'i Island"	"Ilex anomala"	"native"	1
"502"	152	"PACN_Hawaii"	"Moloka'i Island"	"Metrosideros polymorpha"	"native"	98
"503"	153	"PACN_Hawaii"	"Moloka'i Island"	"Cheirodendron trigynum"	"native"	2
"504"	153	"PACN_Hawaii"	"Moloka'i Island"	"Metrosideros polymorpha"	"native"	16
"505"	154	"PACN_Hawaii"	"Moloka'i Island"	"Cheirodendron trigynum"	"native"	5
"506"	154	"PACN_Hawaii"	"Moloka'i Island"	"Metrosideros polymorpha"	"native"	96
"507"	155	"PACN_Hawaii"	"Moloka'i Island"	"Cheirodendron trigynum"	"native"	17
"508"	155	"PACN_Hawaii"	"Moloka'i Island"	"Metrosideros polymorpha"	"native"	117
"509"	155	"PACN_Hawaii"	"Moloka'i Island"	"Myrsine lessertiana"	"native"	5
"510"	155	"PACN_Hawaii"	"Moloka'i Island"	"Psychotria mariniana"	"native"	2
"511"	156	"PACN_Hawaii"	"Moloka'i Island"	"Cheirodendron trigynum"	"native"	42
"512"	156	"PACN_Hawaii"	"Moloka'i Island"	"Ilex anomala"	"native"	3
"513"	156	"PACN_Hawaii"	"Moloka'i Island"	"Melicope clusiifolia"	"native"	1
"514"	156	"PACN_Hawaii"	"Moloka'i Island"	"Metrosideros polymorpha"	"native"	45
"515"	157	"PACN_Hawaii"	"Moloka'i Island"	"Cheirodendron trigynum"	"native"	26
"516"	157	"PACN_Hawaii"	"Moloka'i Island"	"Ilex anomala"	"native"	3
"517"	157	"PACN_Hawaii"	"Moloka'i Island"	"Metrosideros polymorpha"	"native"	77
"518"	158	"PACN_Hawaii"	"Moloka'i Island"	"Cheirodendron trigynum"	"native"	34
"519"	158	"PACN_Hawaii"	"Moloka'i Island"	"Ilex anomala"	"native"	1
"520"	158	"PACN_Hawaii"	"Moloka'i Island"	"Metrosideros polymorpha"	"native"	87
"521"	158	"PACN_Hawaii"	"Moloka'i Island"	"Myrsine lessertiana"	"native"	2
"522"	159	"PACN_Hawaii"	"Moloka'i Island"	"Cheirodendron trigynum"	"native"	13
"523"	159	"PACN_Hawaii"	"Moloka'i Island"	"Ilex anomala"	"native"	1
"524"	159	"PACN_Hawaii"	"Moloka'i Island"	"Metrosideros polymorpha"	"native"	72
"525"	159	"PACN_Hawaii"	"Moloka'i Island"	"Myrsine lessertiana"	"native"	1
"526"	159	"PACN_Hawaii"	"Moloka'i Island"	"Myrsine sandwicensis"	"native"	1
"527"	160	"PACN_Hawaii"	"Moloka'i Island"	"Cheirodendron trigynum"	"native"	47
"528"	160	"PACN_Hawaii"	"Moloka'i Island"	"Ilex anomala"	"native"	2
"529"	160	"PACN_Hawaii"	"Moloka'i Island"	"Metrosideros polymorpha"	"native"	82
"530"	160	"PACN_Hawaii"	"Moloka'i Island"	"Myrsine lessertiana"	"native"	1
"531"	161	"PACN_Hawaii"	"Moloka'i Island"	"Cheirodendron trigynum"	"native"	17
"532"	161	"PACN_Hawaii"	"Moloka'i Island"	"Metrosideros polymorpha"	"native"	71
"533"	161	"PACN_Hawaii"	"Moloka'i Island"	"Psychotria mariniana"	"native"	3
"534"	162	"PACN_Hawaii"	"Moloka'i Island"	"Cheirodendron trigynum"	"native"	23
"535"	162	"PACN_Hawaii"	"Moloka'i Island"	"Metrosideros polymorpha"	"native"	57
"536"	162	"PACN_Hawaii"	"Moloka'i Island"	"Polyscias oahuensis"	"native"	2
"537"	163	"PACN_Hawaii"	"Moloka'i Island"	"Cheirodendron trigynum"	"native"	15
"538"	163	"PACN_Hawaii"	"Moloka'i Island"	"Metrosideros polymorpha"	"native"	215
"539"	164	"PACN_Hawaii"	"Moloka'i Island"	"Cheirodendron trigynum"	"native"	27
"540"	164	"PACN_Hawaii"	"Moloka'i Island"	"Ilex anomala"	"native"	1
"541"	164	"PACN_Hawaii"	"Moloka'i Island"	"Metrosideros polymorpha"	"native"	86
"542"	164	"PACN_Hawaii"	"Moloka'i Island"	"Myrsine lessertiana"	"native"	1
"543"	164	"PACN_Hawaii"	"Moloka'i Island"	"Psychotria mariniana"	"native"	2
"544"	165	"PACN_Hawaii"	"Moloka'i Island"	"Cheirodendron trigynum"	"native"	18
"545"	165	"PACN_Hawaii"	"Moloka'i Island"	"Metrosideros polymorpha"	"native"	141
"546"	165	"PACN_Hawaii"	"Moloka'i Island"	"Myrsine lessertiana"	"native"	1
"547"	166	"PACN_Hawaii"	"Moloka'i Island"	"Cheirodendron trigynum"	"native"	15
"548"	166	"PACN_Hawaii"	"Moloka'i Island"	"Ilex anomala"	"native"	1
"549"	166	"PACN_Hawaii"	"Moloka'i Island"	"Metrosideros polymorpha"	"native"	152
"550"	166	"PACN_Hawaii"	"Moloka'i Island"	"Myrsine lessertiana"	"native"	1
"551"	167	"PACN_Hawaii"	"Moloka'i Island"	"Cheirodendron trigynum"	"native"	24
"552"	167	"PACN_Hawaii"	"Moloka'i Island"	"Ilex anomala"	"native"	1
"553"	167	"PACN_Hawaii"	"Moloka'i Island"	"Metrosideros polymorpha"	"native"	45
"554"	167	"PACN_Hawaii"	"Moloka'i Island"	"Myrsine lessertiana"	"native"	1
"555"	168	"PACN_Hawaii"	"Moloka'i Island"	"Cheirodendron trigynum"	"native"	11
"556"	168	"PACN_Hawaii"	"Moloka'i Island"	"Metrosideros polymorpha"	"native"	92
"557"	169	"PACN_Hawaii"	"Moloka'i Island"	"Cheirodendron trigynum"	"native"	17
"558"	169	"PACN_Hawaii"	"Moloka'i Island"	"Metrosideros polymorpha"	"native"	66
"559"	170	"PACN_Hawaii"	"Moloka'i Island"	"Cheirodendron trigynum"	"native"	28
"560"	170	"PACN_Hawaii"	"Moloka'i Island"	"Metrosideros polymorpha"	"native"	92
"561"	170	"PACN_Hawaii"	"Moloka'i Island"	"Psychotria hawaiiensis"	"native"	2
"562"	171	"PACN_Hawaii"	"Moloka'i Island"	"Cheirodendron trigynum"	"native"	15
"563"	171	"PACN_Hawaii"	"Moloka'i Island"	"Ilex anomala"	"native"	1
"564"	171	"PACN_Hawaii"	"Moloka'i Island"	"Metrosideros polymorpha"	"native"	126
"565"	172	"PACN_Hawaii"	"Moloka'i Island"	"Cheirodendron trigynum"	"native"	5
"566"	172	"PACN_Hawaii"	"Moloka'i Island"	"Metrosideros polymorpha"	"native"	160
"567"	173	"Gillespie"	"O'ahu Island (incl. Mokoli'i Islet)"	"Aleurites moluccanus"	"alien"	7
"568"	173	"Gillespie"	"O'ahu Island (incl. Mokoli'i Islet)"	"Cordyline fruticosa"	"native"	11
"569"	173	"Gillespie"	"O'ahu Island (incl. Mokoli'i Islet)"	"Diospyros sandwicensis"	"native"	142
"570"	173	"Gillespie"	"O'ahu Island (incl. Mokoli'i Islet)"	"Grevillea robusta"	"alien"	1
"571"	173	"Gillespie"	"O'ahu Island (incl. Mokoli'i Islet)"	"Leucaena leucocephala"	"alien"	2
"572"	173	"Gillespie"	"O'ahu Island (incl. Mokoli'i Islet)"	"Nestegis sandwicensis"	"native"	3
"573"	173	"Gillespie"	"O'ahu Island (incl. Mokoli'i Islet)"	"Polyscias sandwicensis"	"native"	1
"574"	173	"Gillespie"	"O'ahu Island (incl. Mokoli'i Islet)"	"Psidium guajava"	"alien"	3
"575"	173	"Gillespie"	"O'ahu Island (incl. Mokoli'i Islet)"	"Psydrax odorata"	"native"	11
"576"	173	"Gillespie"	"O'ahu Island (incl. Mokoli'i Islet)"	"Sapindus oahuensis"	"native"	2
"577"	173	"Gillespie"	"O'ahu Island (incl. Mokoli'i Islet)"	"Schinus terebinthifolia"	"alien"	12
"578"	174	"Knight_Barton"	"Moloka'i Island"	"Cheirodendron trigynum"	"native"	2
"579"	174	"Knight_Barton"	"Moloka'i Island"	"Coprosma ochracea"	"native"	9
